Name,Difficulty,Distance,elevation_gain,route_type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars
Wapiti Trail Loop,MODERATE,7.7,1046,Loop,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heil Valley Ranch,4.5
Caribou Pass Trail to Columbine Lake and West Ridge,HARD,8.4,1916,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indian Peaks Wilderness,4.0
Pick N Sledge and Grubstake Loop,MODERATE,4.9,1105,Loop,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apex Open Space Park,4.0
Cross Fissures Trail,EASY,0.3,114,Out & Back,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,0.0
Mud Lake Loop,EASY,0.7,72,Loop,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mud Lake Open Space Park,3.0
James Peak Trail to Kingston Peak Road,HARD,11.9,4032,Out & Back,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Peak Wilderness,0.0
Dragon Point Trail,EASY,0.4,59,Out & Back,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.5
Anne U. White Trail [CLOSED],EASY,3.0,469,Out & Back,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.0
Green Mountain Trail Loop,EASY,1.8,206,Loop,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William F Hayden Green Mountain Park,4.5
Picture Rock Trail,MODERATE,9.8,984,Out & Back,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heil Valley Ranch,4.3
Mount Edwards from Waldorf Mine,MODERATE,3.8,2237,Out & Back,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.0
Sinking Sun-Rising Sun Loop,MODERATE,0.9,131,Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Mountain Open Space,3.5
Old Fort Bent Ruins,EASY,0.8,3,Out & Back,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bent's Old Fort National Historic Site,5.0
Smelter Mountain Trail ,MODERATE,3.8,1374,Out & Back,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bodo State Wildlife Area,3.9
Wild Iris Loop,EASY,0.7,68,Loop,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alderfer / Three Sisters Park,3.0
Palmer Park Inner Loop,EASY,1.9,400,Loop,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,4.7
Pilot Knob Trail,HARD,9.2,5971,Out & Back,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,0.0
Dakan from Rainbow Falls via Long Hollow Road,EASY,9.1,1883,Point to Point,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.0
Kelly Dahl Trail,EASY,0.9,101,Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Magnolia Recreation Area,2.5
Mosquito Lake via Bear River Trail,EASY,5.9,577,Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flat Tops Wilderness,5.0
Parika Trail,MODERATE,6.5,1532,Out & Back,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,0.0
Spring Gulch Trail,MODERATE,5.8,242,Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redstone Community Park,3.0
Strand Hill and Canal Trail Loop,MODERATE,7.0,958,Loop,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,3.0
Illinois River Trail,EASY,4.5,1479,Out & Back,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.0
No Thoroughfare Canyon Full,HARD,6.4,190,Point to Point,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,5.0
Brush Creek (400) to Taylor Pass Divide,MODERATE,28.7,5603,Out & Back,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,3.0
Ferril Lake Loop,EASY,1.2,19,Loop,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denver City Park,4.0
Minnesota Pass Trail,MODERATE,8.4,2011,Out & Back,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,0.0
Wapaca Trail,MODERATE,6.4,1049,Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,1.0
Meadowlark Trail from Coalton Trailhead,EASY,4.6,344,Out & Back,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Boulder Open Space,3.0
"Mount Victoria, Tenmile Peak, Miners Creek",HARD,9.5,3927,Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,0.0
Greenlee and Mesa Loop to Off Leash Dog Area,MODERATE,2.9,610,Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rock Canyon Open Space,5.0
CCC Trail to Black Ridge,EASY,1.5,383,Out & Back,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,2.3
Illinois Gulch,EASY,3.1,1043,Point to Point,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Manitou Park Recreation Area,3.0
K-Lynn Cameron and Ruby Wash Loop Trail,MODERATE,5.2,587,Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Mountain Open Space,3.7
Bear Canyon to South Bear Peak to Mesa Trail Loop ,MODERATE,10.2,3494,Loop,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,0.0
Old Morrell Trail,MODERATE,7.2,1781,Out & Back,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,0.0
Milavec Lake Loop,EASY,1.4,0,Loop,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firestone Park,5.0
Grandview and Kinnickinnick Trail Loop,EASY,1.0,101,Loop,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,3.0
Cinch Trail,EASY,2.7,3,Point to Point,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,3.0
Michigan River Trail to Baker Pass,HARD,10.4,1870,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,0.0
Castle Peak via Poison Trail,HARD,5.2,1240,Out & Back,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Castle Peak Wilderness Study Area,3.3
Sentinel Point via Horsethief Trail,MODERATE,4.6,2791,Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,1.0
Monument Mesa and Liberty Gap Trail,MODERATE,20.4,2844,Point to Point,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,0.0
Texas Creek Trail,HARD,12.4,1706,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,0.0
East Black Forest Loop,MODERATE,3.1,246,Loop,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Forest Regional Park,2.5
Devils Lookout Trail,EASY,0.5,65,Out & Back,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,0.0
Browns Cabin Trail [CLOSED],MODERATE,8.7,2457,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.2
Grays Peak and Kelso Ridge Loop,HARD,13.1,4980,Loop,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.5
Cabin Canyon Trail via Balanced Rock Trail Loop,MODERATE,1.2,137,Loop,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.0
Union Square Park Loop,EASY,1.1,95,Loop,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Union Square Park,4.0
Wild Basin Trail to Allenspark Trail,MODERATE,9.2,1896,Out & Back,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.0
"The Duke, Arkansas Point and Staircase Loop ",MODERATE,2.2,229,Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake Pueblo State Park,3.0
Powderhorn Lakes,MODERATE,9.4,1679,Out & Back,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Powderhorn Wilderness,5.0
Jackson Lake Inlet,EASY,2.9,32,Out & Back,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jackson Lake State Park,4.5
Ring The Peak and Limber Pines Trail,MODERATE,2.8,393,Loop,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Catamount Ranch Open Space,3.0
Fortyseven Trail,HARD,8.3,1200,Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,0.0
Lily Pond,MODERATE,4.0,787,Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,3.0
Ketner Reservation Path,EASY,1.1,13,Loop,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kensington Park,4.0
The Magdalene Mine,HARD,14.3,2585,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,0.0
Upper Dog Loop Trail,EASY,0.9,164,Loop,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rock Canyon Open Space,4.5
Harold Trail,MODERATE,2.7,501,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,0.0
True Romance and Baker's Tank Loop Trails,MODERATE,12.4,2040,Loop,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,5.0
Arkansas Mountain Trail,HARD,11.8,3379,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,0.0
Pine Creek Trail,MODERATE,14.1,2516,Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mt Massive Wilderness Area,4.3
"Contemplative Trail, Roundup Trail, Mesa Trail Loop",EASY,2.6,429,Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rock Canyon Open Space,4.2
Sailing Hawks Loop,MODERATE,2.4,439,Loop,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Memorial Park Phase One,4.0
Greyhound Pack Trail,MODERATE,2.9,1814,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,0.0
Captain Morgan's Trail to Captain Jacks Trail,MODERATE,2.2,803,Out & Back,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,4.0
Bear Creek Regional Trail with Nature Preserve,MODERATE,7.3,1033,Loop,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear Creek Cañon Park,3.5
"Edna Mae Bennet Nature Trail, Templeton and Mesa Trail Loop",EASY,3.0,429,Loop,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,4.0
North Fork French Creek Loop via Heizer Trail,HARD,11.9,3638,Loop,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.5
Swallow Trail and Grazing Elk Loop,EASY,5.1,433,Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Valley Park,4.0
Caribou 4x4 Road,MODERATE,8.5,826,Point to Point,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.6
Bear Lake Road to Cub Lake and Fern Lake Trail ,MODERATE,7.8,1141,Out & Back,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,5.0
"Lookout Spur, Soapstone Prairie Natural Area via Red Mountain Open Space",MODERATE,7.7,951,Loop,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Mountain Open Space,4.0
Rabbit Valley to Western Rim Loop,HARD,21.3,2135,Loop,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McInnis Canyons National Conservation Area,0.0
Django Trail ,MODERATE,3.2,377,Out & Back,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,0.0
Edna Mae Bennet Nature Trail Loop,EASY,1.7,275,Loop,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,0.0
Cabin Canyon Trail,EASY,0.7,91,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.1
Sunset View Trail,EASY,0.1,3,Out & Back,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.0
Gold Park Campground,MODERATE,1.2,170,Out & Back,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,0.0
West Water,MODERATE,23.9,2080,Loop,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McInnis Canyons National Conservation Area,4.0
Sawmill and Hans Loop,EASY,3.5,413,Loop,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Florissant Fossil Beds National Monument,0.0
"K10, K6, K4 and K1 Loop",EASY,3.6,459,Loop,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,0.0
Prospect Mountain Trail,MODERATE,1.9,889,Out & Back,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Estes Park Goif Course,3.0
Cheesman Park Inner Loop,EASY,0.9,49,Loop,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cheesman Park,3.7
Ormes Peak Trail,MODERATE,0.5,331,Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,0.0
Cinnamon Peak from Slate River Road #734,MODERATE,1.3,944,Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,0.0
Polar Mesa Mining Loop,MODERATE,10.2,1532,Loop,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manti-La Sal National Forest,0.0
Rock Point Trail,EASY,0.4,22,Out & Back,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,0.0
Kokopelli's Area Network: Rustlers and Wrangler's Loop,MODERATE,9.3,915,Loop,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McInnis Canyons National Conservation Area,4.0
Goodman Point Trail,EASY,1.1,65,Loop,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hovenweep National Monument,3.0
"Coyote Song, Columbine, Cathy Johnson, and Valley View Loop",MODERATE,4.5,554,Loop,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deer Creek Mountain Park,3.0
Waterloo Gulch Trail,HARD,8.4,2004,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,0.0
Youngs Gulch [CLOSED],MODERATE,10.1,1584,Out & Back,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,2.8
Ridgeline Open Space Loop: A to B and O to A Loop,EASY,2.3,360,Loop,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ridgeline Open Space,2.0
Santa Fe Hike/Bike Trail to Pulpit Rock,MODERATE,5.5,485,Loop,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Austin Bluffs Open Space - Pulpit Rock,3.5
Farris Creek and Strand Bonus Loop Trail,MODERATE,7.8,1371,Loop,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,3.0
Nice Kitty and Shinglemill Trail Loop,MODERATE,12.6,1505,Loop,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,5.0
McPhee Overlook via House Creek Campground,MODERATE,7.1,757,Out & Back,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McPhee Recreation Area,4.0
Horseshoe Gulch Trail,MODERATE,2.9,269,Out & Back,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.0
Vega Lake North Trail,EASY,3.7,134,Out & Back,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vega State Park,0.0
"Boulder, Blackmer, Zook, Sundance, Talon Loop",EASY,2.7,387,Loop,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cheyenne Mountain State Park,4.0
Mount Lincoln via Lincoln Amphitheater,HARD,3.6,3215,Out & Back,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5
Raspberry Mountain [PRIVATE PROPERTY],MODERATE,6.2,1410,Out & Back,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.0
South Cheyenne Canyon & 7 Falls,MODERATE,3.8,872,Out & Back,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,4.1
Sinking Sun to Big Hole Wash to Stone Circle,MODERATE,5.9,590,Out & Back,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Mountain Open Space,3.5
"Staunton Ranch Trail to Marmot Passage, Chimney Rock Trail, Bulging Elk Trail",EASY,10.9,1843,Loop,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staunton State Park,4.0
Chasm View South Rim Lookout Trail,EASY,0.1,0,Out & Back,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.0
Crown Hill Outer Loop,EASY,2.3,49,Loop,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crown Hill Park,4.0
Susan G Bretag Trail to Chambers Trail Loop,MODERATE,2.2,219,Loop,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,0.0
Lowry Pueblo Ruin Trail,EASY,0.2,3,Loop,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Canyons of The Ancients National Monument,0.0
The Duke and South Shore Loop,MODERATE,6.3,446,Loop,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake Pueblo State Park,3.0
