Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach
"Founder's, Meadow View and Sleepy S Trail Loop",MODERATE,4.6 miles,688 feet,Loop,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Rocks and Anemone Trail Loop,EASY,1.7 miles,695 feet,Loop,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Mountain,MODERATE,10.0 miles,"1,932 feet",Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice Kitty, Shinglemill, Baldy, Sandywash",MODERATE,21.3 miles,"2,772 feet",Loop,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lookout Mountain Trail,MODERATE,11.0 miles,"2,244 feet",Out & Back,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elk Park Trail to Barr Trail,MODERATE,9.9 miles,"4,038 feet",Point to Point,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln Creek Road,MODERATE,19.6 miles,"1,863 feet",Out & Back,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Mile Canyon Trail to Frisco Copper Bike Path,MODERATE,11.6 miles,232 feet,Point to Point,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pikes Peak Loop Trail,MODERATE,5.1 miles,469 feet,Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail : Segment 22,MODERATE,16.8 miles,"3,684 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metcalfe Creek Trail,MODERATE,13.0 miles,"3,208 feet",Out & Back,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homestead Trail,MODERATE,11.2 miles,856 feet,Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmil Ranch Trail,EASY,2.4 miles,22 feet,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinnickinnick Trail ,EASY,1.6 miles,173 feet,Loop,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweetwater Trail,HARD,4.3 miles,"1,072 feet",Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swan Johnson Trail to Sawmill Trail to Shoreline Trail Loop,MODERATE,4.4 miles,800 feet,Loop,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chautauqua Mountain and Pack Trail #715 Loop,MODERATE,5.0 miles,"1,404 feet",Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gianttrack Mountain Trail,HARD,7.0 miles,"3,533 feet",Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow View and Sleepy's Trail,EASY,2.6 miles,383 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yule Pass Trail to Paradise Divide,HARD,15.8 miles,"4,160 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmyra Peak: Roy Boy Couloir Trail,HARD,6.2 miles,"4,051 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alamo Placita Park Trail,EASY,0.4 miles,3 feet,Loop,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
West Monument Creek Trail: 713 to Northfield Reservoir,HARD,5.6 miles,"1,646 feet",Out & Back,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hackett Gulch,HARD,8.2 miles,"2,322 feet",Out & Back,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White Ranch Downhill MTB Trails,HARD,13.3 miles,"3,024 feet",Loop,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woods Lake to Navajo Lake,HARD,8.2 miles,"2,962 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Foothills Trail,MODERATE,7.7 miles,551 feet,Out & Back,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Creek Trail,EASY,2.5 miles,42 feet,Out & Back,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picnic and West Ridge Loop,MODERATE,3.6 miles,649 feet,Loop,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Lake Campground,EASY,0.2 miles,13 feet,Loop,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pella Crossing and Mill Ditch Loop,EASY,3.2 miles,49 feet,Loop,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver Creek Trail ,MODERATE,12.6 miles,"2,316 feet",Out & Back,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa Trail,EASY,2.0 miles,104 feet,Out & Back,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yucca, Mesa and Edna Mae Bennet Nature Trail Loop",EASY,1.8 miles,187 feet,Loop,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinton Trail,EASY,5.6 miles,351 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Eagle Pass, Oak Shortcut and Spruce Mountain Trail Short Loop",EASY,2.5 miles,380 feet,Loop,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabbit Valley Trails 4 and 5,EASY,5.2 miles,459 feet,Loop,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Peak North East Ridge via Little Echo Lake,HARD,7.3 miles,"2,447 feet",Loop,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dorman's Delight Loop,MODERATE,4.6 miles,479 feet,Loop,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncompahgre River Walk,EASY,14.4 miles,387 feet,Out & Back,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
South Colony Trail,MODERATE,6.8 miles,"1,548 feet",Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sundance Loop,MODERATE,3.7 miles,442 feet,Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odessa Lake via Fern Lake Trail,MODERATE,9.3 miles,"1,978 feet",Out & Back,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorow West Trail to Stairway to Heaven,EASY,3.2 miles,679 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryman Trail,MODERATE,7.7 miles,"1,909 feet",Loop,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miller Fork Trail,MODERATE,7.6 miles,"1,610 feet",Out & Back,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Mountain (West Summit) Trail,HARD,7.2 miles,"2,112 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenwood Gulch,EASY,2.9 miles,45 feet,Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waldo Canyon Loop Trail [CLOSED],MODERATE,6.5 miles,"1,243 feet",Loop,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottle Peak,MODERATE,5.8 miles,"1,706 feet",Out & Back,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital Creek Circuit,HARD,47.4 miles,"17,414 feet",Loop,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond Ridge Trail,EASY,3.8 miles,685 feet,Out & Back,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Meadows Trail,MODERATE,3.8 miles,"1,394 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buffalo Creek Campground,EASY,0.4 miles,45 feet,Loop,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bean Canyon Trail,MODERATE,13.4 miles,"1,240 feet",Loop,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomichi Pass,HARD,5.0 miles,"1,725 feet",Point to Point,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Peremeter Trail,EASY,1.1 miles,49 feet,Loop,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail : Segment 16,HARD,14.8 miles,"3,031 feet",Point to Point,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail : Segment 17,MODERATE,20.1 miles,"2,824 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buffalo Pass, Summit & Jonah Lakes",MODERATE,1.9 miles,223 feet,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soapstone - Mahogany Trail ,MODERATE,7.3 miles,603 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul's Point (Spring Gulch Trail System),MODERATE,3.8 miles,383 feet,Out & Back,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Schofield Pass Road to Crystal Mill,HARD,6.3 miles,"1,417 feet",Out & Back,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbine and Spring Creek Trail,MODERATE,2.7 miles,741 feet,Out & Back,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silvercreek Trail,MODERATE,3.5 miles,"1,007 feet",Out & Back,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail : Segment 20,MODERATE,11.8 miles,"2,841 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River’s Edge Natural Area Loop,MODERATE,2.7 miles,29 feet,Loop,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grindstone Loop Trail,HARD,9.4 miles,"3,067 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platter River via Highline Canal and Lee Gulch Trails,EASY,7.8 miles,324 feet,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stagecoach and North Pali Rim Trail,MODERATE,5.3 miles,"1,207 feet",Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williams Fork River Trail,EASY,2.3 miles,114 feet,Out & Back,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
School Pond Trail,EASY,1.6 miles,324 feet,Loop,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Black Canyon, Dark Mountain, Cow Creek, Gem Lake Loop",MODERATE,10.7 miles,"2,634 feet",Loop,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hocket Gulch Loop,HARD,9.5 miles,"1,745 feet",Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alamosa National Wildlife Refuge River Road Trail,EASY,3.8 miles,26 feet,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentine Pass Trail,MODERATE,4.0 miles,"1,295 feet",Loop,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennett Peak and Windy Point,MODERATE,6.4 miles,"2,490 feet",Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Mountain Trail,MODERATE,6.4 miles,"1,988 feet",Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bear Peak and South Boulder Peak via Shanahan North Fork, Fern Canyon and Mesa Trail",HARD,8.0 miles,"3,353 feet",Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Lake and Stone Lake via Roaring Fork Trail,HARD,12.0 miles,"3,891 feet",Out & Back,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine Canyon Trail,MODERATE,2.3 miles,334 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowell Gulch Upper and Lower Ridge Trail,MODERATE,4.2 miles,780 feet,Loop,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belcher Hill,  Maverick, Longhorn and Whippletree Trail Loop",MODERATE,6.9 miles,"1,715 feet",Loop,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncompahgre Plateau Trail,EASY,59.6 miles,"1,811 feet",Point to Point,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Balanced Rock via Cow Creek Trail,MODERATE,7.3 miles,"1,318 feet",Out & Back,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue River Bikeway,EASY,8.8 miles,173 feet,Point to Point,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Creek Trail Loop,HARD,29.3 miles,"3,169 feet",Loop,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shooting Star Trail,MODERATE,5.2 miles,554 feet,Loop,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa Top and Cottonwood Canyon Loop,MODERATE,4.3 miles,780 feet,Loop,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas County East West Regional Trail,MODERATE,10.1 miles,"1,049 feet",Point to Point,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Buffalo Creek, Nice Kity, Buffalo Burn and Little Scraggy Trail",HARD,14.5 miles,"1,574 feet",Out & Back,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Templeton and Mesa Trail Loop,EASY,3.1 miles,370 feet,Loop,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Rocks and Anemone Loop,MODERATE,2.1 miles,718 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lulu City via Little Yellowstone Trail,MODERATE,8.6 miles,"1,148 feet",Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Shoreline Trail,EASY,7.0 miles,124 feet,Out & Back,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Templeton, Mesa and Yucca Trail Loop",EASY,2.4 miles,390 feet,Loop,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wulfsohn Trail,EASY,2.9 miles,406 feet,Loop,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sand Creek Trail,MODERATE,5.3 miles,232 feet,Out & Back,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Boulder Falls Trail,EASY,0.4 miles,98 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Jackson Creek Road,EASY,4.2 miles,646 feet,Out & Back,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bluebird Meadow, Mountain Muhly and Bearberry Trail Loop",EASY,3.6 miles,567 feet,Loop,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boulder Mountain Trail,MODERATE,11.4 miles,"3,343 feet",Out & Back,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Engelmann Peak Trail,MODERATE,16.1 miles,"7,152 feet",Out & Back,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Jane Ski Trail,HARD,5.0 miles,"2,290 feet",Loop,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Colorado Trail : Segment 18,MODERATE,13.5 miles,"1,427 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine Canyon Loop,MODERATE,2.0 miles,396 feet,Loop,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Kiva Trail,EASY,0.3 miles,19 feet,Loop,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Alpine Trail to Big Blue Campground,MODERATE,13.8 miles,"4,163 feet",Point to Point,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Herman Loop,MODERATE,2.7 miles,990 feet,Loop,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nymph Lake, Lake Haiyaha, Mills Lake and Jewel Lake",MODERATE,7.4 miles,"1,479 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail : Segment 19,MODERATE,13.5 miles,"2,020 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Gate Canyon Full Pull Trail,HARD,23.7 miles,"4,842 feet",Loop,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elk Meadow Loop,EASY,2.2 miles,419 feet,Loop,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snodgrass, Lupine, and Lower Loop",MODERATE,20.8 miles,"2,099 feet",Loop,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Trail Road,MODERATE,15.8 miles,"4,229 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wigwam, McCurdy and Brookside McCurdy Trail ",HARD,20.0 miles,"3,690 feet",Loop,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vogel Canyon - Overlook Trail,EASY,1.3 miles,78 feet,Out & Back,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sleepy S, Elk Ridge and Meadow View Trail Loop",MODERATE,3.1 miles,482 feet,Loop,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highline Canal Trail to Lee Gulch Trail Loop,EASY,14.6 miles,344 feet,Loop,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colorado Trail : Segment 21,MODERATE,14.3 miles,"3,041 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vogel Canyon - Prairie Trail,MODERATE,3.8 miles,170 feet,Out & Back,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Dominguez and Little Dominguez Loop,MODERATE,40.9 miles,"4,783 feet",Loop,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston Pass Trail,MODERATE,1.7 miles,"1,358 feet",Out & Back,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
