,Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars,Unnamed: 0,link
2339,Lookout Mountain Trail,MODERATE,11.0 miles,"2,244 feet",Out & Back,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.8,2339,https://www.alltrails.com/trail/us/colorado/lookout-mountain-trail--4?ref=result-card
2340,Elk Park Trail to Barr Trail,MODERATE,9.9 miles,"4,038 feet",Point to Point,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5.0,2340,https://www.alltrails.com/trail/us/colorado/elk-park-trail-to-barr-trail?ref=result-card
2341,Lincoln Creek Road,MODERATE,19.6 miles,"1,863 feet",Out & Back,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,5.0,2341,https://www.alltrails.com/trail/us/colorado/lincoln-creek-road?ref=result-card
2342,Ten Mile Canyon Trail to Frisco Copper Bike Path,MODERATE,11.6 miles,232 feet,Point to Point,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,5.0,2342,https://www.alltrails.com/trail/us/colorado/ten-mile-canyon-trail-to-frisco-copper-bike-path?ref=result-card
2343,Pikes Peak Loop Trail,MODERATE,5.1 miles,469 feet,Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Forest Regional Park,3.9,2343,https://www.alltrails.com/trail/us/colorado/pikes-peak-loop-trail?ref=result-card
2344,Colorado Trail : Segment 22,MODERATE,16.8 miles,"3,684 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,5.0,2344,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-22?ref=result-card
2345,Metcalfe Creek Trail,MODERATE,13.0 miles,"3,208 feet",Out & Back,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,2.0,2345,https://www.alltrails.com/trail/us/colorado/metcalfe-creek-trail?ref=result-card
2346,Homestead Trail,MODERATE,11.2 miles,856 feet,Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comanche National Grassland,4.0,2346,https://www.alltrails.com/trail/us/colorado/homestead-trail--2?ref=result-card
2347,Richmil Ranch Trail,EASY,2.4 miles,22 feet,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,2347,https://www.alltrails.com/trail/us/colorado/richmil-ranch-trail?ref=result-card
2348,Kinnickinnick Trail ,EASY,1.6 miles,173 feet,Loop,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,4.5,2348,https://www.alltrails.com/trail/us/colorado/kinnickinnick-trail?ref=result-card
2349,Sweetwater Trail,HARD,4.3 miles,"1,072 feet",Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.0,2349,https://www.alltrails.com/trail/us/colorado/sweetwater-trail?ref=result-card
2350,Swan Johnson Trail to Sawmill Trail to Shoreline Trail Loop,MODERATE,4.4 miles,800 feet,Loop,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Horsetooth Mountain Park,4.5,2350,https://www.alltrails.com/trail/us/colorado/swan-johnson-trail-to-sawmill-trail-to-shoreline-trail-loop?ref=result-card
2351,Chautauqua Mountain and Pack Trail #715 Loop,MODERATE,5.0 miles,"1,404 feet",Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.1,2351,https://www.alltrails.com/trail/us/colorado/chautauqua-mountain-and-pack-trail-715-loop?ref=result-card
2352,Gianttrack Mountain Trail,HARD,7.0 miles,"3,533 feet",Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,5.0,2352,https://www.alltrails.com/trail/us/colorado/gianttrack-mountain-trail?ref=result-card
2353,Meadow View and Sleepy's Trail,EASY,2.6 miles,383 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elk Meadow Park,4.4,2353,https://www.alltrails.com/trail/us/colorado/meadow-view-and-sleepys-trail?ref=result-card
2354,Yule Pass Trail to Paradise Divide,HARD,15.8 miles,"4,160 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.5,2354,https://www.alltrails.com/trail/us/colorado/yule-pass-trail-to-paradise-divide?ref=result-card
2355,Palmyra Peak: Roy Boy Couloir Trail,HARD,6.2 miles,"4,051 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Uncompahgre National Forest,5.0,2355,https://www.alltrails.com/trail/us/colorado/palmyra-peak-roy-boy-couloir-trail?ref=result-card
2356,Alamo Placita Park Trail,EASY,0.4 miles,3 feet,Loop,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cheesman Park,3.0,2356,https://www.alltrails.com/trail/us/colorado/alamo-placita-park-trail?ref=result-card
2357,West Monument Creek Trail: 713 to Northfield Reservoir,HARD,5.6 miles,"1,646 feet",Out & Back,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.2,2357,https://www.alltrails.com/trail/us/colorado/west-monument-creek-trail-713-to-northfield-reservoir?ref=result-card
2358,Hackett Gulch,HARD,8.2 miles,"2,322 feet",Out & Back,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.9,2358,https://www.alltrails.com/trail/us/colorado/hackett-gulch?ref=result-card
2359,White Ranch Downhill MTB Trails,HARD,13.3 miles,"3,024 feet",Loop,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,3.5,2359,https://www.alltrails.com/trail/us/colorado/white-ranch-downhill-trail?ref=result-card
2360,Woods Lake to Navajo Lake,HARD,8.2 miles,"2,962 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lizard Head Wilderness,4.7,2360,https://www.alltrails.com/trail/us/colorado/woods-lake-to-navajo-lake?ref=result-card
2361,Foothills Trail,MODERATE,7.7 miles,551 feet,Out & Back,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dad Clark Park,3.3,2361,https://www.alltrails.com/trail/us/colorado/foothills-trail--4?ref=result-card
2362,First Creek Trail,EASY,2.5 miles,42 feet,Out & Back,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain Arsenal National Wildlife Refuge,3.3,2362,https://www.alltrails.com/trail/us/colorado/first-creek-trail?ref=result-card
2363,Picnic and West Ridge Loop,MODERATE,3.6 miles,649 feet,Loop,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ofallon Municipal Park,4.3,2363,https://www.alltrails.com/trail/us/colorado/picnic-and-west-ridge-loop?ref=result-card
2364,Bear Lake Campground,EASY,0.2 miles,13 feet,Loop,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.5,2364,https://www.alltrails.com/trail/us/colorado/bear-lake-campground?ref=result-card
2365,Pella Crossing and Mill Ditch Loop,EASY,3.2 miles,49 feet,Loop,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.2,2365,https://www.alltrails.com/trail/us/colorado/pella-crossing-and-mill-ditch-loop?ref=result-card
2366,Beaver Creek Trail ,MODERATE,12.6 miles,"2,316 feet",Out & Back,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.3,2366,https://www.alltrails.com/trail/us/colorado/beaver-creek-trail-boulder-ranger-district?ref=result-card
2367,Mesa Trail,EASY,2.0 miles,104 feet,Out & Back,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comanche National Grassland,3.3,2367,https://www.alltrails.com/trail/us/colorado/vogel-canyon?ref=result-card
2368,"Yucca, Mesa and Edna Mae Bennet Nature Trail Loop",EASY,1.8 miles,187 feet,Loop,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,4.1,2368,https://www.alltrails.com/trail/us/colorado/yucca-mesa-and-edna-mae-bennet-nature-trail-loop?ref=result-card
2369,Sinton Trail,EASY,5.6 miles,351 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,4.0,2369,https://www.alltrails.com/trail/us/colorado/sinton-trail?ref=result-card
2370,"Eagle Pass, Oak Shortcut and Spruce Mountain Trail Short Loop",EASY,2.5 miles,380 feet,Loop,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce Mountain Open Space,5.0,2370,https://www.alltrails.com/trail/us/colorado/eagle-pass-oak-shortcut-and-spruce-mountain-trail-short-loop?ref=result-card
2371,Rabbit Valley Trails 4 and 5,EASY,5.2 miles,459 feet,Loop,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McInnis Canyons National Conservation Area,3.3,2371,https://www.alltrails.com/trail/us/colorado/rabbit-valley-trails-4-and-5?ref=result-card
2372,James Peak North East Ridge via Little Echo Lake,HARD,7.3 miles,"2,447 feet",Loop,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,James Peak Wilderness,3.5,2372,https://www.alltrails.com/trail/us/colorado/james-peak-north-east-ridge-via-little-echo-lake?ref=result-card
2373,Dorman's Delight Loop,MODERATE,4.6 miles,479 feet,Loop,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.3,2373,https://www.alltrails.com/trail/us/colorado/dormans-delight-hike?ref=result-card
2374,Uncompahgre River Walk,EASY,14.4 miles,387 feet,Out & Back,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,None,3.7,2374,https://www.alltrails.com/trail/us/colorado/uncompahgre-river-walk?ref=result-card
2375,South Colony Trail,MODERATE,6.8 miles,"1,548 feet",Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,3.5,2375,https://www.alltrails.com/trail/us/colorado/south-colony-trail--2?ref=result-card
2376,Sundance Loop,MODERATE,3.7 miles,442 feet,Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cheyenne Mountain State Park,4.0,2376,https://www.alltrails.com/trail/us/colorado/sundance-loop?ref=result-card
2377,Odessa Lake via Fern Lake Trail,MODERATE,9.3 miles,"1,978 feet",Out & Back,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5,2377,https://www.alltrails.com/trail/us/colorado/odessa-lake-via-fern-lake-trail--2?ref=result-card
2378,Colorow West Trail to Stairway to Heaven,EASY,3.2 miles,679 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.0,2378,https://www.alltrails.com/trail/us/colorado/colorow-west-trail-to-stairway-to-heaven?ref=result-card
2379,Ryman Trail,MODERATE,7.7 miles,"1,909 feet",Loop,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,5.0,2379,https://www.alltrails.com/trail/us/colorado/ryman-trail?ref=result-card
2380,Miller Fork Trail,MODERATE,7.6 miles,"1,610 feet",Out & Back,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,3.0,2380,https://www.alltrails.com/trail/us/colorado/miller-fork-trail?ref=result-card
2381,Black Mountain (West Summit) Trail,HARD,7.2 miles,"2,112 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,2.8,2381,https://www.alltrails.com/trail/us/colorado/black-mountain-west-summit-trail?ref=result-card
2382,Greenwood Gulch,EASY,2.9 miles,45 feet,Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.2,2382,https://www.alltrails.com/trail/us/colorado/greenwood-gulch?ref=result-card
2383,Waldo Canyon Loop Trail [CLOSED],MODERATE,6.5 miles,"1,243 feet",Loop,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cascade Chipita Park,4.1,2383,https://www.alltrails.com/trail/us/colorado/waldo-canyon-loop-trail-closed?ref=result-card
2384,Bottle Peak,MODERATE,5.8 miles,"1,706 feet",Out & Back,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,2.5,2384,https://www.alltrails.com/trail/us/colorado/bottle-peak?ref=result-card
2385,Capital Creek Circuit,HARD,47.4 miles,"17,414 feet",Loop,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,5.0,2385,https://www.alltrails.com/trail/us/colorado/capital-creek?ref=result-card
2386,Richmond Ridge Trail,EASY,3.8 miles,685 feet,Out & Back,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.2,2386,https://www.alltrails.com/trail/us/colorado/richmond-ridge-trail?ref=result-card
2387,Wilson Meadows Trail,MODERATE,3.8 miles,"1,394 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lizard Head Wilderness,4.3,2387,https://www.alltrails.com/trail/us/colorado/wilson-meadows-trail?ref=result-card
2388,Buffalo Creek Campground,EASY,0.4 miles,45 feet,Loop,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.0,2388,https://www.alltrails.com/trail/us/colorado/buffalo-creek-campground?ref=result-card
2389,Bean Canyon Trail,MODERATE,13.4 miles,"1,240 feet",Loop,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.0,2389,https://www.alltrails.com/trail/us/colorado/bean-canyon-trail--3?ref=result-card
2390,Tomichi Pass,HARD,5.0 miles,"1,725 feet",Point to Point,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,5.0,2390,https://www.alltrails.com/trail/us/colorado/tomichi-pass?ref=result-card
2391,Peremeter Trail,EASY,1.1 miles,49 feet,Loop,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapahoe County Regional Park,2.6,2391,https://www.alltrails.com/trail/us/colorado/peremeter-trail?ref=result-card
2392,Colorado Trail : Segment 16,HARD,14.8 miles,"3,031 feet",Point to Point,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,5.0,2392,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-16?ref=result-card
2393,Colorado Trail : Segment 17,MODERATE,20.1 miles,"2,824 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.5,2393,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-17?ref=result-card
2394,"Buffalo Pass, Summit & Jonah Lakes",MODERATE,1.9 miles,223 feet,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Zirkel Wilderness,0.0,2394,https://www.alltrails.com/trail/us/colorado/buffalo-pass-summit-jonah-lakes?ref=result-card
2395,Soapstone - Mahogany Trail ,MODERATE,7.3 miles,603 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soapstone Prairie Natural Area,3.8,2395,https://www.alltrails.com/trail/us/colorado/soapstone-mahogany-trail?ref=result-card
2396,Paul's Point (Spring Gulch Trail System),MODERATE,3.8 miles,383 feet,Out & Back,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,3.3,2396,https://www.alltrails.com/trail/us/colorado/pauls-point-spring-gulch-trail-system?ref=result-card
2397,Schofield Pass Road to Crystal Mill,HARD,6.3 miles,"1,417 feet",Out & Back,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,5.0,2397,https://www.alltrails.com/trail/us/colorado/schofield-pass-road-to-crystal-mill?ref=result-card
2398,Columbine and Spring Creek Trail,MODERATE,2.7 miles,741 feet,Out & Back,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,3.8,2398,https://www.alltrails.com/trail/us/colorado/columbine-and-spring-creek-trail?ref=result-card
2399,Silvercreek Trail,MODERATE,3.5 miles,"1,007 feet",Out & Back,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,3.0,2399,https://www.alltrails.com/trail/us/colorado/silvercreek-trail?ref=result-card
2400,Colorado Trail : Segment 20,MODERATE,11.8 miles,"2,841 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Garita Wilderness,5.0,2400,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-20?ref=result-card
2401,River’s Edge Natural Area Loop,MODERATE,2.7 miles,29 feet,Loop,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.8,2401,https://www.alltrails.com/trail/us/colorado/rivers-edge-natural-area-loveland?ref=result-card
2402,Grindstone Loop Trail,HARD,9.4 miles,"3,067 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,0.0,2402,https://www.alltrails.com/trail/us/colorado/grindstone-loop-trail?ref=result-card
2403,Platter River via Highline Canal and Lee Gulch Trails,EASY,7.8 miles,324 feet,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.0,2403,https://www.alltrails.com/trail/us/colorado/platter-river-via-highline-canal-and-lee-gulch-trails?ref=result-card
2404,Stagecoach and North Pali Rim Trail,MODERATE,5.3 miles,"1,207 feet",Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.7,2404,https://www.alltrails.com/trail/us/colorado/stagecoach-and-north-pali-rim-trail?ref=result-card
2405,Williams Fork River Trail,EASY,2.3 miles,114 feet,Out & Back,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2.0,2405,https://www.alltrails.com/trail/us/colorado/williams-fork-river-trail?ref=result-card
2406,School Pond Trail,EASY,1.6 miles,324 feet,Loop,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mueller State Park,3.3,2406,https://www.alltrails.com/trail/us/colorado/school-pond-trail?ref=result-card
2407,"Black Canyon, Dark Mountain, Cow Creek, Gem Lake Loop",MODERATE,10.7 miles,"2,634 feet",Loop,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.0,2407,https://www.alltrails.com/trail/us/colorado/black-canyon-dark-mountain-cow-creek-gem-lake-loop?ref=result-card
2408,Hocket Gulch Loop,HARD,9.5 miles,"1,745 feet",Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.3,2408,https://www.alltrails.com/trail/us/colorado/hocket-gulch-loop?ref=result-card
2409,Alamosa National Wildlife Refuge River Road Trail,EASY,3.8 miles,26 feet,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alamosa National Wildlife Refuge,2.7,2409,https://www.alltrails.com/trail/us/colorado/alamosa-national-wildlife-refuge-river-road-trail?ref=result-card
2410,Argentine Pass Trail,MODERATE,4.0 miles,"1,295 feet",Loop,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.2,2410,https://www.alltrails.com/trail/us/colorado/argentine-pass-trail?ref=result-card
2411,Bennett Peak and Windy Point,MODERATE,6.4 miles,"2,490 feet",Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.0,2411,https://www.alltrails.com/trail/us/colorado/bennett-peak-and-windy-point?ref=result-card
2412,Middle Mountain Trail,MODERATE,6.4 miles,"1,988 feet",Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rawah Wilderness,0.0,2412,https://www.alltrails.com/trail/us/colorado/middle-mountain-trail--2?ref=result-card
2413,"Bear Peak and South Boulder Peak via Shanahan North Fork, Fern Canyon and Mesa Trail",HARD,8.0 miles,"3,353 feet",Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,2413,https://www.alltrails.com/trail/us/colorado/bear-peak-and-south-boulder-peak-via-shanahan-north-fork-fern-canyon-and-mesa-trail?ref=result-card
2414,Upper Lake and Stone Lake via Roaring Fork Trail,HARD,12.0 miles,"3,891 feet",Out & Back,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.6,2414,https://www.alltrails.com/trail/us/colorado/upper-lake-and-stone-lake-via-roaring-fork-trail?ref=result-card
2415,Sunshine Canyon Trail,MODERATE,2.3 miles,334 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,2.6,2415,https://www.alltrails.com/trail/us/colorado/sunshine-canyon-trail?ref=result-card
2416,Lowell Gulch Upper and Lower Ridge Trail,MODERATE,4.2 miles,780 feet,Loop,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5,2416,https://www.alltrails.com/trail/us/colorado/lowell-gulch-upper-and-lower-ridge-trail?ref=result-card
2417,"Belcher Hill,  Maverick, Longhorn and Whippletree Trail Loop",MODERATE,6.9 miles,"1,715 feet",Loop,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,5.0,2417,https://www.alltrails.com/trail/us/colorado/belcher-hill-maverick-longhorn-and-whippletree-trail-loop?ref=result-card
2418,Uncompahgre Plateau Trail,EASY,59.6 miles,"1,811 feet",Point to Point,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,2.0,2418,https://www.alltrails.com/trail/us/colorado/uncompahgre-plateau-trail?ref=result-card
